From Country,To Country,Year,Jury or Televoting,Points,Source
F.Y.R. Macedonia,Romania,2011,J,4,http://datagraver.com/
Albania,Albania,2011,J,0,http://datagraver.com/
Malta,Azerbaijan,2013,J,12,http://datagraver.com/
Portugal,Armenia,2009,J,0,http://datagraver.com/
Italy,United Kingdom,2017,T,0,http://datagraver.com/
Switzerland,Azerbaijan,2017,J,0,http://datagraver.com/
Hungary,Malta,2016,T,4,http://datagraver.com/
F.Y.R. Macedonia,Switzerland,2014,J,0,http://datagraver.com/
Spain,Portugal,1977,J,0,http://datagraver.com/
Italy,Montenegro,2013,J,0,http://datagraver.com/
Austria,Belgium,2013,J,4,http://datagraver.com/
Azerbaijan,Greece,2014,J,4,http://datagraver.com/
Estonia,Bulgaria,2018,J,7,http://datagraver.com/
Austria,Ukraine,2017,J,0,http://datagraver.com/
Azerbaijan,Armenia,2016,T,0,http://datagraver.com/
Estonia,Slovenia,2013,J,0,http://datagraver.com/
Israel,Slovenia,2015,J,6,http://datagraver.com/
Albania,Azerbaijan,2012,J,4,http://datagraver.com/
Estonia,Russia,2016,J,1,http://datagraver.com/
Azerbaijan,Poland,2014,J,2,http://datagraver.com/
Iceland,San Marino,2015,J,0,http://datagraver.com/
Latvia,Italy,2012,J,0,http://datagraver.com/
Russia,Hungary,2016,J,1,http://datagraver.com/
Iceland,France,2013,J,2,http://datagraver.com/
Norway,Ukraine,2013,J,1,http://datagraver.com/
Denmark,Cyprus,2015,J,0,http://datagraver.com/
Czech Republic,Australia,2017,T,0,http://datagraver.com/
Estonia,Russia,2013,J,12,http://datagraver.com/
Montenegro,Poland,2014,J,4,http://datagraver.com/
Iceland,Switzerland,2015,J,1,http://datagraver.com/
Moldova,Denmark,2014,J,0,http://datagraver.com/
Greece,Italy,2013,J,6,http://datagraver.com/
Belarus,Norway,2014,J,4,http://datagraver.com/
Serbia,Romania,2010,J,6,http://datagraver.com/
Denmark,Israel,1978,J,6,http://datagraver.com/
Australia,Slovenia,2015,J,0,http://datagraver.com/
Switzerland,Greece,2014,J,0,http://datagraver.com/
Greece,Greece,2013,J,0,http://datagraver.com/
Croatia,Belgium,2013,J,3,http://datagraver.com/
Azerbaijan,Montenegro,2015,J,2,http://datagraver.com/
Azerbaijan,Moldova,2017,J,10,http://datagraver.com/
Iceland,Montenegro,2015,J,0,http://datagraver.com/
Hungary,Iceland,2014,J,6,http://datagraver.com/
United Kingdom,Georgia,2010,J,1,http://datagraver.com/
Spain,Azerbaijan,2014,J,0,http://datagraver.com/
Montenegro,Greece,2013,J,8,http://datagraver.com/
Azerbaijan,Iceland,2013,J,0,http://datagraver.com/
Belgium,Slovenia,2015,J,0,http://datagraver.com/
The Netherlands,Greece,2015,J,0,http://datagraver.com/
The Netherlands,Romania,2017,J,1,http://datagraver.com/
Greece,Norway,2014,J,3,http://datagraver.com/
Moldova,Israel,2016,J,0,http://datagraver.com/
Finland,Poland,2017,T,0,http://datagraver.com/
France,The Netherlands,2015,J,2,http://datagraver.com/
Belgium,Lithuania,2012,J,0,http://datagraver.com/
Switzerland,Hungary,2016,T,0,http://datagraver.com/
Latvia,San Marino,2014,J,0,http://datagraver.com/
Italy,Lithuania,2012,J,0,http://datagraver.com/
Romania,The Netherlands,2011,J,0,http://datagraver.com/
Spain,Russia,2014,J,0,http://datagraver.com/
Denmark,Hungary,2012,J,0,http://datagraver.com/
Spain,Iceland,2013,J,7,http://datagraver.com/
Belarus,Belarus,2014,J,0,http://datagraver.com/
Armenia,United Kingdom,2015,J,0,http://datagraver.com/
Finland,France,2013,J,0,http://datagraver.com/
Sweden,Azerbaijan,2013,J,0,http://datagraver.com/
Belgium,France,2014,J,0,http://datagraver.com/
Ukraine,Germany,2013,J,0,http://datagraver.com/
Russia,Latvia,2018,T,0,http://datagraver.com/
Latvia,Italy,2011,J,12,http://datagraver.com/
Ireland,Belarus,2016,T,1,http://datagraver.com/
Moldova,San Marino,2014,J,1,http://datagraver.com/
F.Y.R. Macedonia,Russia,2014,J,6,http://datagraver.com/
Germany,Romania,2013,J,7,http://datagraver.com/
Germany,France,2015,J,0,http://datagraver.com/
Slovenia,Norway,2015,J,4,http://datagraver.com/
Cyprus,United Kingdom,2015,J,0,http://datagraver.com/
Bosnia & Herzegovina,Ukraine,2011,J,0,http://datagraver.com/
Denmark,Belgium,2015,J,7,http://datagraver.com/
Switzerland,Poland,2015,J,2,http://datagraver.com/
The Netherlands,Albania,2014,J,1,http://datagraver.com/
Finland,F.Y.R. Macedonia,2014,J,1,http://datagraver.com/
Ireland,Cyprus,2015,J,0,http://datagraver.com/
Slovenia,Norway,2014,J,4,http://datagraver.com/
Germany,Iceland,2014,J,2,http://datagraver.com/
Georgia,Malta,2011,J,6,http://datagraver.com/
Israel,Hungary,2012,J,0,http://datagraver.com/
Estonia,Romania,2015,J,3,http://datagraver.com/
France,Lithuania,2015,J,0,http://datagraver.com/
Norway,Iceland,2013,J,10,http://datagraver.com/
Albania,Armenia,2016,T,2,http://datagraver.com/
Denmark,Latvia,2011,J,2,http://datagraver.com/
Georgia,Italy,2012,J,4,http://datagraver.com/
Finland,Romania,2013,J,0,http://datagraver.com/
Germany,Malta,2015,J,0,http://datagraver.com/
Moldova,Norway,2013,J,2,http://datagraver.com/
The Netherlands,Norway,2015,J,3,http://datagraver.com/
Iceland,Croatia,2011,J,1,http://datagraver.com/
Bulgaria,Germany,2017,J,0,http://datagraver.com/
France,Spain,2015,J,5,http://datagraver.com/
San Marino,Italy,2013,J,4,http://datagraver.com/
San Marino,Germany,2013,J,0,http://datagraver.com/
Norway,Italy,2013,J,0,http://datagraver.com/
Hungary,Hungary,2014,J,0,http://datagraver.com/
Latvia,Belgium,2012,J,0,http://datagraver.com/
Belarus,Austria,2016,J,0,http://datagraver.com/
Slovenia,Spain,2015,J,0,http://datagraver.com/
Armenia,Poland,2015,J,0,http://datagraver.com/
Portugal,United Kingdom,2014,J,0,http://datagraver.com/
Italy,Poland,2016,T,10,http://datagraver.com/
Montenegro,Germany,2015,J,0,http://datagraver.com/
Montenegro,Slovenia,2015,J,12,http://datagraver.com/
Estonia,Sweden,2015,J,10,http://datagraver.com/
Spain,The Netherlands,2004,J,5,http://datagraver.com/
Finland,Poland,2014,J,0,http://datagraver.com/
Greece,Ukraine,2014,J,5,http://datagraver.com/
Greece,Greece,2014,J,0,http://datagraver.com/
Hungary,Russia,2014,J,0,http://datagraver.com/
The Netherlands,F.Y.R. Macedonia,2012,J,0,http://datagraver.com/
Belarus,Spain,2015,J,0,http://datagraver.com/
Lithuania,Albania,2010,J,0,http://datagraver.com/
Georgia,Norway,2014,J,0,http://datagraver.com/
The Netherlands,Azerbaijan,2014,J,4,http://datagraver.com/
F.Y.R. Macedonia,Greece,2014,J,0,http://datagraver.com/
Bulgaria,Finland,2013,J,0,http://datagraver.com/
Lithuania,Latvia,2007,J,10,http://datagraver.com/
United Kingdom,Norway,2014,J,0,http://datagraver.com/
Romania,Switzerland,2012,J,2,http://datagraver.com/
Switzerland,Romania,2011,J,0,http://datagraver.com/
Finland,Israel,2015,J,3,http://datagraver.com/
Belarus,Iceland,2014,J,0,http://datagraver.com/
Armenia,Greece,2014,J,7,http://datagraver.com/
Russia,F.Y.R. Macedonia,2012,J,0,http://datagraver.com/
Russia,Romania,2012,J,8,http://datagraver.com/
Malta,Spain,2015,J,0,http://datagraver.com/
Norway,Croatia,2012,J,0,http://datagraver.com/
France,Norway,2014,J,2,http://datagraver.com/
Hungary,Finland,2016,T,1,http://datagraver.com/
Lithuania,Poland,2017,J,0,http://datagraver.com/
United Kingdom,Poland,2015,J,4,http://datagraver.com/
Italy,Armenia,2016,T,1,http://datagraver.com/
Armenia,France,2013,J,2,http://datagraver.com/
Hungary,Spain,2015,J,0,http://datagraver.com/
Ukraine,Belarus,2013,J,12,http://datagraver.com/
Iceland,Malta,2010,J,4,http://datagraver.com/
Armenia,Albania,2013,J,0,http://datagraver.com/
Denmark,Armenia,2014,J,5,http://datagraver.com/
Greece,Armenia,2014,J,7,http://datagraver.com/
Cyprus,San Marino,2015,J,0,http://datagraver.com/
Azerbaijan,Hungary,2016,T,7,http://datagraver.com/
Switzerland,The Netherlands,2014,J,10,http://datagraver.com/
Israel,Italy,2018,T,5,http://datagraver.com/
Poland,Israel,2015,J,10,http://datagraver.com/
Romania,Spain,2015,J,0,http://datagraver.com/
Montenegro,Malta,2016,J,10,http://datagraver.com/
Lithuania,Germany,2013,J,0,http://datagraver.com/
Belarus,United Kingdom,2014,J,0,http://datagraver.com/
Latvia,Norway,2014,J,5,http://datagraver.com/
Italy,Lithuania,2011,J,0,http://datagraver.com/
Portugal,Russia,2014,J,2,http://datagraver.com/
Poland,Belgium,2015,J,5,http://datagraver.com/
Belgium,Switzerland,2012,J,0,http://datagraver.com/
Sweden,Finland,2014,J,6,http://datagraver.com/
Malta,Norway,2014,J,2,http://datagraver.com/
Sweden,Finland,2011,J,7,http://datagraver.com/
Georgia,Israel,2018,J,3,http://datagraver.com/
Portugal,Montenegro,2014,J,0,http://datagraver.com/
Denmark,Azerbaijan,2012,J,0,http://datagraver.com/
Austria,Australia,2015,J,12,http://datagraver.com/
Greece,Finland,2012,J,0,http://datagraver.com/
Australia,Estonia,2015,J,3,http://datagraver.com/
Armenia,Finland,2013,J,0,http://datagraver.com/
France,Malta,2013,J,2,http://datagraver.com/
United Kingdom,Italy,2012,J,0,http://datagraver.com/
Malta,Spain,2007,J,2,http://datagraver.com/
Sweden,San Marino,2014,J,0,http://datagraver.com/
Moldova,Greece,2014,J,0,http://datagraver.com/
Russia,France,2012,J,0,http://datagraver.com/
Denmark,Latvia,2014,J,1,http://datagraver.com/
Albania,Sweden,2009,J,1,http://datagraver.com/
Germany,Azerbaijan,2014,J,0,http://datagraver.com/
Lithuania,Czech Republic,2016,J,0,http://datagraver.com/
France,Belarus,2014,J,0,http://datagraver.com/
Albania,Ukraine,2012,J,0,http://datagraver.com/
F.Y.R. Macedonia,Albania,2010,J,12,http://datagraver.com/
Lithuania,Montenegro,2014,J,0,http://datagraver.com/
Latvia,Hungary,2018,T,0,http://datagraver.com/
Iceland,Slovenia,2015,J,2,http://datagraver.com/
Israel,Latvia,2013,J,0,http://datagraver.com/
Serbia,Ireland,2012,J,0,http://datagraver.com/
Spain,United Kingdom,2015,J,0,http://datagraver.com/
Poland,Ireland,2014,J,5,http://datagraver.com/
Germany,Finland,2013,J,3,http://datagraver.com/
Latvia,Hungary,2014,J,1,http://datagraver.com/
Sweden,Azerbaijan,2010,J,0,http://datagraver.com/
Russia,Spain,2014,J,0,http://datagraver.com/
United Kingdom,Malta,2013,J,7,http://datagraver.com/
Sweden,Montenegro,2014,J,0,http://datagraver.com/
Lithuania,Austria,2016,T,1,http://datagraver.com/
Azerbaijan,Denmark,2012,J,0,http://datagraver.com/
Belarus,Romania,2010,J,1,http://datagraver.com/
Switzerland,Sweden,2009,J,0,http://datagraver.com/
Ireland,Spain,2010,J,0,http://datagraver.com/
Germany,Belarus,2012,J,0,http://datagraver.com/
Greece,Switzerland,2013,J,3,http://datagraver.com/
Denmark,Montenegro,2014,J,0,http://datagraver.com/
Albania,Slovenia,2015,J,0,http://datagraver.com/
Russia,Armenia,2014,J,12,http://datagraver.com/
Slovenia,Poland,2015,J,0,http://datagraver.com/
Russia,The Netherlands,2016,J,0,http://datagraver.com/
Georgia,Germany,2013,J,0,http://datagraver.com/
Norway,Malta,2014,J,0,http://datagraver.com/
Germany,Portugal,2012,J,3,http://datagraver.com/
The Netherlands,Iceland,2014,J,7,http://datagraver.com/
Hungary,France,2014,J,0,http://datagraver.com/
Germany,Georgia,2012,J,0,http://datagraver.com/
Malta,Hungary,2013,J,0,http://datagraver.com/
F.Y.R. Macedonia,Montenegro,2014,J,12,http://datagraver.com/
Cyprus,Denmark,2013,J,8,http://datagraver.com/
Italy,United Kingdom,2013,J,0,http://datagraver.com/
Lithuania,Poland,2014,J,0,http://datagraver.com/
The Netherlands,Estonia,2011,J,0,http://datagraver.com/
Spain,Hungary,2014,J,2,http://datagraver.com/
Slovakia,Sweden,2011,J,10,http://datagraver.com/
Finland,Greece,2013,J,1,http://datagraver.com/
Ukraine,Italy,2013,J,0,http://datagraver.com/
Austria,Sweden,1989,J,12,http://datagraver.com/
Spain,Ireland,1995,J,3,http://datagraver.com/
Hungary,San Marino,2014,J,7,http://datagraver.com/
Iceland,Sweden,2008,J,3,http://datagraver.com/
Iceland,Israel,2015,J,8,http://datagraver.com/
Germany,Romania,2014,J,0,http://datagraver.com/
Finland,United Kingdom,2013,J,0,http://datagraver.com/
Switzerland,United Kingdom,2015,J,0,http://datagraver.com/
Italy,Romania,2017,J,0,http://datagraver.com/
Romania,Malta,2014,J,3,http://datagraver.com/
Cyprus,Germany,2013,J,0,http://datagraver.com/
Italy,Iceland,2015,J,0,http://datagraver.com/
Austria,Lithuania,2016,J,1,http://datagraver.com/
San Marino,Austria,2014,J,0,http://datagraver.com/
Spain,Finland,2012,J,0,http://datagraver.com/
Romania,Bulgaria,2013,J,1,http://datagraver.com/
Spain,Germany,2013,J,3,http://datagraver.com/
Bulgaria,Slovenia,2018,T,0,http://datagraver.com/
Cyprus,Latvia,2012,J,0,http://datagraver.com/
Germany,Hungary,2014,J,0,http://datagraver.com/
Albania,Denmark,2013,J,1,http://datagraver.com/
Portugal,Ukraine,2012,J,1,http://datagraver.com/
The Netherlands,Austria,2014,J,12,http://datagraver.com/
Georgia,Montenegro,2015,J,0,http://datagraver.com/
Georgia,Georgia,2013,J,0,http://datagraver.com/
Belarus,Russia,2013,J,10,http://datagraver.com/
Cyprus,Spain,2015,J,0,http://datagraver.com/
Israel,Romania,2013,J,10,http://datagraver.com/
Russia,Georgia,2013,J,5,http://datagraver.com/
Russia,The Netherlands,2014,J,3,http://datagraver.com/
Germany,Belgium,2010,J,12,http://datagraver.com/
Norway,Iceland,2011,J,10,http://datagraver.com/
France,Armenia,2013,J,12,http://datagraver.com/
Georgia,Serbia,2015,J,0,http://datagraver.com/
Belarus,Russia,2016,J,12,http://datagraver.com/
Armenia,Iceland,2014,J,0,http://datagraver.com/
Moldova,Romania,2013,J,10,http://datagraver.com/
Georgia,Denmark,2018,T,2,http://datagraver.com/
F.Y.R. Macedonia,Azerbaijan,2014,J,0,http://datagraver.com/
Georgia,Hungary,2013,J,0,http://datagraver.com/
Russia,Austria,2015,J,0,http://datagraver.com/
Cyprus,Norway,2015,J,0,http://datagraver.com/
Lithuania,Austria,2013,J,0,http://datagraver.com/
France,Hungary,2014,J,3,http://datagraver.com/
Israel,France,2014,J,0,http://datagraver.com/
Romania,Albania,2010,J,1,http://datagraver.com/
Croatia,Denmark,2013,J,12,http://datagraver.com/
Poland,Malta,2014,J,0,http://datagraver.com/
Ireland,Czech Republic,2015,J,1,http://datagraver.com/
Switzerland,Sweden,2012,J,7,http://datagraver.com/
Armenia,Malta,2013,J,7,http://datagraver.com/
Ireland,Belarus,2017,T,0,http://datagraver.com/
Israel,Estonia,2008,J,0,http://datagraver.com/
Ukraine,Slovenia,2016,T,0,http://datagraver.com/
Iceland,San Marino,2014,J,0,http://datagraver.com/
Sweden,Lithuania,2013,J,0,http://datagraver.com/
Hungary,Croatia,2017,T,5,http://datagraver.com/
Israel,Denmark,2014,J,0,http://datagraver.com/
Moldova,Switzerland,2014,J,0,http://datagraver.com/
United Kingdom,Greece,2014,J,2,http://datagraver.com/
Ukraine,Cyprus,2013,J,0,http://datagraver.com/
France,Armenia,2014,J,12,http://datagraver.com/
Malta,Czech Republic,2015,J,1,http://datagraver.com/
Hungary,Moldova,2012,J,2,http://datagraver.com/
Greece,Malta,2012,J,0,http://datagraver.com/
Armenia,Iceland,2014,J,0,http://datagraver.com/
Greece,Ukraine,2009,J,0,http://datagraver.com/
Moldova,Poland,2015,J,0,http://datagraver.com/
Belgium,Georgia,2013,J,0,http://datagraver.com/
Ireland,Hungary,2012,J,0,http://datagraver.com/
Lithuania,Hungary,2015,J,0,http://datagraver.com/
Malta,Switzerland,2011,J,0,http://datagraver.com/
Lithuania,Cyprus,2015,J,3,http://datagraver.com/
Portugal,Armenia,2011,J,0,http://datagraver.com/
Russia,Belgium,2013,J,8,http://datagraver.com/
Russia,Armenia,2016,T,12,http://datagraver.com/
Malta,France,2013,J,0,http://datagraver.com/
Finland,Croatia,2011,J,0,http://datagraver.com/
Slovenia,Austria,2014,J,10,http://datagraver.com/
Romania,Ukraine,2017,J,0,http://datagraver.com/
Iceland,Armenia,2014,J,2,http://datagraver.com/
Hungary,Montenegro,2014,J,4,http://datagraver.com/
F.Y.R. Macedonia,Azerbaijan,2013,J,0,http://datagraver.com/
Malta,Norway,2010,J,3,http://datagraver.com/
Spain,Slovenia,2018,T,0,http://datagraver.com/
Norway,The Netherlands,2014,J,12,http://datagraver.com/
Greece,Serbia,2016,J,0,http://datagraver.com/
Israel,Azerbaijan,2014,J,0,http://datagraver.com/
Azerbaijan,Switzerland,2015,J,1,http://datagraver.com/
Spain,San Marino,2014,J,0,http://datagraver.com/
Russia,Greece,2014,J,4,http://datagraver.com/
Denmark,Denmark,2014,J,0,http://datagraver.com/
Poland,Malta,2003,J,0,http://datagraver.com/
Russia,Finland,2013,J,0,http://datagraver.com/
Malta,France,2017,T,0,http://datagraver.com/
Malta,Spain,2014,J,0,http://datagraver.com/
F.Y.R. Macedonia,Slovenia,2014,J,0,http://datagraver.com/
Italy,Italy,2014,J,0,http://datagraver.com/
Spain,Russia,2015,J,7,http://datagraver.com/
Ukraine,Denmark,2016,J,0,http://datagraver.com/
Montenegro,Israel,2015,J,3,http://datagraver.com/
The Netherlands,Italy,2014,J,0,http://datagraver.com/
Finland,Austria,2012,J,0,http://datagraver.com/
The Netherlands,Germany,2015,J,0,http://datagraver.com/
San Marino,Bulgaria,2013,J,8,http://datagraver.com/
France,Azerbaijan,2010,J,0,http://datagraver.com/
San Marino,Norway,2015,J,6,http://datagraver.com/
Montenegro,Poland,2015,J,0,http://datagraver.com/
Denmark,Lithuania,2007,J,0,http://datagraver.com/
Hungary,Cyprus,2012,J,0,http://datagraver.com/
Greece,Georgia,2013,J,5,http://datagraver.com/
Latvia,Romania,2017,J,3,http://datagraver.com/
Montenegro,Montenegro,2014,J,0,http://datagraver.com/
Hungary,Bosnia & Herzegovina,2016,T,0,http://datagraver.com/
Norway,Austria,2014,J,10,http://datagraver.com/
Lithuania,Bosnia & Herzegovina,2012,J,0,http://datagraver.com/
Latvia,France,2012,J,3,http://datagraver.com/
Latvia,Ukraine,2008,J,6,http://datagraver.com/
Iceland,Austria,2014,J,10,http://datagraver.com/
Moldova,Norway,2014,J,0,http://datagraver.com/
Israel,Malta,2014,J,0,http://datagraver.com/
Lithuania,United Kingdom,2012,J,0,http://datagraver.com/
Greece,Austria,2014,J,12,http://datagraver.com/
Malta,Israel,2015,J,10,http://datagraver.com/
Switzerland,Russia,2012,J,8,http://datagraver.com/
Armenia,Lithuania,2016,J,0,http://datagraver.com/
France,Hungary,2015,J,6,http://datagraver.com/
Finland,Germany,2013,J,0,http://datagraver.com/
Italy,The Netherlands,2013,J,1,http://datagraver.com/
Albania,Sweden,2017,J,0,http://datagraver.com/
Bulgaria,Italy,2013,J,0,http://datagraver.com/
Hungary,Azerbaijan,2014,J,0,http://datagraver.com/
Romania,Sweden,2009,J,4,http://datagraver.com/
Denmark,Hungary,2014,J,3,http://datagraver.com/
Belgium,Finland,2005,J,0,http://datagraver.com/
Portugal,Norway,2014,J,3,http://datagraver.com/
Spain,Belgium,2013,J,0,http://datagraver.com/
Estonia,Croatia,2017,J,0,http://datagraver.com/
Georgia,Denmark,2018,J,1,http://datagraver.com/
Romania,Norway,2017,J,0,http://datagraver.com/
Norway,United Kingdom,2014,J,3,http://datagraver.com/
Moldova,Azerbaijan,2016,J,0,http://datagraver.com/
Spain,Sweden,2013,J,0,http://datagraver.com/
Russia,Ukraine,2009,J,7,http://datagraver.com/
Poland,Sweden,2015,J,12,http://datagraver.com/
Iceland,Austria,2012,J,1,http://datagraver.com/
Denmark,Sweden,2016,J,4,http://datagraver.com/
Moldova,Malta,2014,J,0,http://datagraver.com/
Estonia,Cyprus,2013,J,2,http://datagraver.com/
Malta,Poland,2011,J,0,http://datagraver.com/
Slovenia,Montenegro,2014,J,7,http://datagraver.com/
Bulgaria,Sweden,2007,J,0,http://datagraver.com/
Greece,Montenegro,2014,J,0,http://datagraver.com/
Austria,Lithuania,2016,T,0,http://datagraver.com/
Montenegro,Hungary,2014,J,0,http://datagraver.com/
The Netherlands,Serbia,2016,T,0,http://datagraver.com/
Poland,Sweden,2009,J,0,http://datagraver.com/
Armenia,Italy,2017,J,2,http://datagraver.com/
Norway,Hungary,2014,J,0,http://datagraver.com/
Italy,The Netherlands,2013,J,0,http://datagraver.com/
Hungary,Estonia,2014,J,0,http://datagraver.com/
Lithuania,Russia,2019,T,12,http://datagraver.com/
Bulgaria,Switzerland,2013,J,1,http://datagraver.com/
Finland,Iceland,2013,J,12,http://datagraver.com/
Ukraine,Hungary,2017,J,8,http://datagraver.com/
The Netherlands,Ireland,2013,J,5,http://datagraver.com/
Serbia,Sweden,2016,J,0,http://datagraver.com/
Latvia,Norway,2007,J,0,http://datagraver.com/
Montenegro,Italy,2014,J,6,http://datagraver.com/
Australia,United Kingdom,2015,J,0,http://datagraver.com/
Portugal,Malta,1975,J,0,http://datagraver.com/
Russia,Montenegro,2014,J,0,http://datagraver.com/
Austria,Italy,2012,J,0,http://datagraver.com/
Latvia,France,2014,J,0,http://datagraver.com/
Iceland,Belarus,2014,J,0,http://datagraver.com/
The Netherlands,Azerbaijan,2012,J,0,http://datagraver.com/
